"","Sitio","DATA","ViaSentido","VMD","Lon","Lat"
"1","01385016","2017-01","AV. FRANCISCO SA [O-L]",8765,-38.57269904,-3.71219008
"2","01385017","2017-01","AV. FRANCISCO SA [L-O]",9357,-38.57268072,-3.7121498
"3","01385028","2017-01","AV. GEN. OSORIO DE PAIVA [N-S]",16558,-38.61573,-3.81860992
"4","01385029","2017-01","AV. GEN. OSORIO DE PAIVA [S-N]",15843,-38.6156,-3.81874016
"5","01385030","2017-01","AV. GODOFREDO MACIEL [N-S]",19433,-38.57474,-3.81154996
"6","01385031","2017-01","AV. PRES. COSTA E SILVA [L-O]",21328,-38.57456904,-3.81175992
"7","01385033","2017-01","AV. PRES. CASTELO BRANCO [L-O]",15632,-38.57887072,-3.70405988
"8","01385034","2017-01","AV. PRES. CASTELO BRANCO [O-L]",16611,-38.57917024,-3.7040598
"9","01385035","2017-01","AV. FRANCISCO SA [O-L]",10403,-38.55875928,-3.71695988
"10","01385036","2017-01","AV. FRANCISCO SA [L-O]",9515,-38.55874904,-3.71691996
"11","01385039","2017-01","AV. FRANCISCO SA [L-O]",7912,-38.56048072,-3.71632988
"12","01385040","2017-01","AV. FRANCISCO SA [O-L]",7626,-38.56071904,-3.71629992
"13","01385041","2017-01","AV. PRES. CASTELO BRANCO [O-L]",18556,-38.55920976,-3.71112012
"14","01385042","2017-01","AV. PRES. CASTELO BRANCO [L-O]",21809,-38.5586484333846,-3.71112992027158
"15","01385048","2017-01","AV. DEMETRIO MENEZES [S-N]",16083,-38.58424,-3.73395008
"16","01385049","2017-01","AV. DEMETRIO MENEZES [N-S]",16287,-38.58435952,-3.73379012
"17","01385050","2017-01","AV. PRES. CASTELO BRANCO [L-O]",19862,-38.57411556,-3.70612868
"18","01385051","2017-01","AV. PRES. CASTELO BRANCO [O-L]",21031,-38.57463,-3.70613012
"19","01385052","2017-01","AV. BEZERRA DE MENEZES [O-L]",19400,-38.56093232,-3.73501044
"20","01385053","2017-01","AV. BEZERRA DE MENEZES [L-O]",17094,-38.5609605584191,-3.73472903465876
"21","01385054","2017-01","AV. BEZERRA DE MENEZES [O-L]",23459,-38.5485684206755,-3.73250250826197
"22","01385060","2017-01","AV. DUQUE DE CAXIAS [L-O]",13246,-38.53844096,-3.72898008
"23","01385061","2017-01","AV. DUQUE DE CAXIAS [O-L]",6933,-38.53862096,-3.729
"24","01385062","2017-01","AV. JORNALISTA THOMAZ COELHO [L-O]",17030,-38.52123904,-3.82865004
"25","01385069","2017-01","AV. JOSE BASTOS [S-N]",22806,-38.555441949715,-3.75510416192864
"26","01385070","2017-01","AV. JOSE BASTOS [N-S]",31637,-38.5554512688205,-3.75483104770276
"27","01385071","2017-01","R. ALBERTO MAGNO [N-S]",20281,-38.54668928,-3.76109008
"28","01385072","2017-01","AV. CORONEL CARVALHO [S-N]",10023,-38.5878288,-3.71760996
"29","01385074","2017-01","AV. PRES. CASTELO BRANCO [L-O]",23877,-38.56960024,-3.70790008
"30","01385075","2017-01","AV. PRES. CASTELO BRANCO [O-L]",24289,-38.56966072,-3.70801008
"31","01385076","2017-01","R. OSCAR ARARIPE [L-O]",8095,-38.59805096,-3.79159004
"32","01385089","2017-01","AV. DOMINGOS OLIMPIO [L-O]",18396,-38.53653976,-3.73485992
"33","01385096","2017-01","AV. JOAO PESSOA [S-N]",22046,-38.5535219083375,-3.75688994070456
"34","01385097","2017-01","R. METON DE ALENCAR [O-L]",9903,-38.53596928,-3.73193992
"35","01385098","2017-01","AV. DO IMPERADOR [N-S]",15776,-38.53585048,-3.73190984
"36","01385103","2017-01","AV. DUQUE DE CAXIAS [O-L]",10576,-38.53002024,-3.73179
"37","01385104","2017-01","AV. DUQUE DE CAXIAS [L-O]",12044,-38.52982024,-3.73178
"38","01385105","2017-01","AV. JOSE BASTOS [S-N]",25170,-38.5640943638716,-3.76015849953298
"39","01385107","2017-01","AV. OLIVEIRA PAIVA [L-O]",21441,-38.49986096,-3.79707
"40","01385108","2017-01","AV. DESEMBARGADOR GONZAGA [S-N]",16703,-38.49986,-3.79726008
"41","01385109","2017-01","AV. BARAO DE STUDART [S-N]",12724,-38.50884976,-3.74172988
"42","01385110","2017-01","R. PADRE VALDEVINO [L-O]",14067,-38.50876952,-3.74166988
"43","01385113","2017-01","AV. DUQUE DE CAXIAS [L-O]",12152,-38.53517976,-3.73005004
"44","01385115","2017-01","AV. DESEMBARGADOR MOREIRA [S-N]",7973,-38.49548904,-3.72746996
"45","01385116","2017-01","AV. DA ABOLICAO [O-L]",26871,-38.49559096,-3.72736988
"46","01385117","2017-01","AV. DA ABOLICAO [L-O]",23270,-38.49523072,-3.72724996
"47","01385118","2017-01","AV. CORONEL CARVALHO [S-N]",13541,-38.58618976,-3.72389004
"48","01385119","2017-01","AV. CORONEL CARVALHO [N-S]",10250,-38.58634,-3.72368
"49","01385124","2017-01","AV. 13 DE MAIO [L-O]",17294,-38.53896952,-3.74106004
"50","01385125","2017-01","AV. DA UNIVERSIDADE [S-N]",20492,-38.5391936563497,-3.74107155906312
"51","01385126","2017-01","AV. 13 DE MAIO [O-L]",16480,-38.539249,-3.74092012
"52","01385129","2017-01","AV. PONTES VIEIRA [L-O]",23052,-38.5204008,-3.7535
"53","01385131","2017-01","AV. OLAVO BILAC [N-S]",8057,-38.5642304,-3.73542996
"54","01385134","2017-01","AV. CORONEL MATOS DOURADO [N-S]",20070,-38.5848,-3.74848984
"55","01385148","2017-01","AV. SEN. VIRGILIO TAVORA [N-S]",11520,-38.4965206,-3.74720008
"56","01385149","2017-01","AV. ANTONIO SALES [O-L]",22933,-38.5094694,-3.74326008
"57","01385150","2017-01","AV. BARAO DE STUDART [N-S]",7874,-38.5093804,-3.74320984
"58","01385151","2017-01","AV. ANTONIO SALES [O-L]",24805,-38.50151,-3.74572992
"59","01385152","2017-01","AV. DESEMBARGADOR MOREIRA [N-S]",12022,-38.5014194,-3.74566
"60","01385153","2017-01","AV. GODOFREDO MACIEL [S-N]",18506,-38.5646892,-3.77966984
"61","01385160","2017-01","AV. ENG. SANTANA JUNIOR [S-N]",13403,-38.4829294,-3.7371098
"62","01385161","2017-01","AV. ENG. SANTANA JUNIOR [N-S]",7556,-38.4829006,-3.73688984
"63","01385162","2017-01","AV. ALBERTO CRAVEIRO [S-N]",18721,-38.517574484904,-3.79325908563981
"64","01385163","2017-01","AV. ALBERTO CRAVEIRO [N-S]",23047,-38.5178474774503,-3.79297286405486
"65","01385164","2017-01","AV. JOSE BASTOS [S-N]",21089,-38.5492206,-3.7488698
"66","01385165","2017-01","AV. SANTOS DUMONT [O-L]",16171,-38.5085108,-3.73292988
"67","01385166","2017-01","AV. PADRE ANTONIO TOMAÂ¡S [L-O]",19313,-38.4994906,-3.74018988
"68","01385167","2017-01","AV. BORGES DE MELO [O-L]",16830,-38.5323402,-3.75806008
"69","01385169","2017-01","AV. GODOFREDO MACIEL [S-N]",25646,-38.5666880558543,-3.78736554308495
"70","01385178","2017-01","AV. CORONEL MATOS DOURADO [S-N]",20298,-38.5846604,-3.74848
"71","01385179","2017-01","AV. GEN. OSORIO DE PAIVA [N-S]",17201,-38.6049196,-3.80757004
"72","01385180","2017-01","AV. GEN. OSORIO DE PAIVA [S-N]",19736,-38.6047708,-3.8077
"73","01385181","2017-01","AV. SANTOS DUMONT [O-L]",17396,-38.4779592,-3.74287996
"74","01385183","2017-01","AV. 13 DE MAIO [L-O]",21632,-38.5348236,-3.74458768
"75","01385184","2017-01","AV. ANTONIO SALES [O-L]",23840,-38.4966098,-3.74725984
"76","01385185","2017-01","AV. HERACLITO GRACA [O-L]",2095,-38.5167494,-3.73604984
"77","01385186","2017-01","AV. DOS EXPEDICIONARIOS [N-S]",12758,-38.53678036,-3.75035232
"78","01385187","2017-01","AV. SANTOS DUMONT [L-O]",6753,-38.4695796,-3.74546016
"79","01385188","2017-01","AV. DA ABOLICAO [L-O]",25960,-38.4892963057233,-3.72627662168912
"80","01385190","2017-01","AV. PRES. COSTA E SILVA [L-O]",8333,-38.5390597100187,-3.82562777314208
"81","01385191","2017-01","AV. PRES. COSTA E SILVA [O-L]",32087,-38.5397682086757,-3.82569432305934
"82","01385192","2017-01","AV. FREI CIRILO [N-S]",16978,-38.49571,-3.82124008
"83","01385194","2017-01","AV. PONTES VIEIRA [L-O]",6771,-38.517050499431,-3.7530582502687
"84","01385195","2017-01","AV. SEN. VIRGILIO TAVORA [S-N]",10502,-38.4912392,-3.73098004
"85","01385196","2017-01","AV. PRES. CASTELO BRANCO [L-O]",30864,-38.53224,-3.71912992
"86","01385197","2017-01","AV. PRES. CASTELO BRANCO [O-L]",28432,-38.532309,-3.71926016
"87","01385199","2017-01","R. COSTA BARROS [L-O]",16531,-38.520581,-3.72744016
"88","01385200","2017-01","AV. BERNARDO MANUEL [N-S]",18437,-38.5548596,-3.80982008
"89","01385201","2017-01","R. GUILHERME ROCHA [L-O]",5733,-38.5369571976639,-3.72401375014485
"90","01385202","2017-01","R. JORGE DUMMAR [S-N]",12399,-38.538709,-3.74972996
"91","01385203","2017-01","AV. FREI CIRILO [S-N]",11980,-38.4951296,-3.82234984
"92","01385205","2017-01","R. DEMETRIO MENEZES [N-S]",15374,-38.5845852426967,-3.73276929312442
"93","01385206","2017-01","R. DEMETRIO MENEZES [S-N]",16914,-38.5842980147745,-3.73283382268077
"94","01385207","2017-01","AV. DA UNIVERSIDADE [S-N]",18886,-38.5343494,-3.7357198
"95","01385210","2017-01","AV. GODOFREDO MACIEL [N-S]",19990,-38.5713776979713,-3.80082907175955
"96","01385211","2017-01","AV. GODOFREDO MACIEL [S-N]",22023,-38.571979,-3.80343984
"97","01385212","2017-01","AV. PRES. CASTELO BRANCO [O-L]",17388,-38.5197508,-3.72354988
"98","01385213","2017-01","AV. BERNARDO MANUEL [S-N]",23315,-38.5460894,-3.78154008
"99","01385220","2017-01","R. DEPUTADO MOREIRA DA ROCHA [L-O]",14384,-38.50637,-3.72677012
"100","01385223","2017-01","AV. AUGUSTO DOS ANJOS [N-S]",12790,-38.5761443402043,-3.77659920412146
"101","01385224","2017-01","AV. AUGUSTO DOS ANJOS [S-N]",13090,-38.5761952715487,-3.77689806238301
"102","01385225","2017-01","AV. EDUARDO GIRAO [L-O]",14425,-38.5305804,-3.75418992
"103","01385226","2017-01","AV. PRES. COSTA E SILVA [O-L]",8806,-38.5738192,-3.81213
"104","01385227","2017-01","AV. DR. SILAS MUNGUBA [O-L]",18213,-38.5368957453798,-3.79372691269511
"105","01385228","2017-01","AV. DR. SILAS MUNGUBA [L-O]",21156,-38.5366879336691,-3.79369966167363
"106","01385230","2017-01","AV. DR. SILAS MUNGUBA [O-L]",21171,-38.5481098,-3.78749008
"107","01385231","2017-01","AV. DR. SILAS MUNGUBA [L-O]",22027,-38.5477902,-3.78760988
"108","01385232","2017-01","AV. DR. SILAS MUNGUBA [L-O]",21353,-38.5619692,-3.77732008
"109","01385233","2017-01","AV. FREI CIRILO [S-N]",14815,-38.495639,-3.82121012
"110","01385234","2017-01","AV. DA UNIVERSIDADE [S-N]",19535,-38.5421502,-3.74426984
"111","01385235","2017-01","AV. JUSCELINO KUBITSCHEK [N-S]",21650,-38.5301208,-3.81406984
"112","01385236","2017-01","AV. JUSCELINO KUBITSCHEK [S-N]",21777,-38.5299906,-3.8141798
"113","01385237","2017-01","AV. JOSE BASTOS [N-S]",28523,-38.5491796,-3.74862008
"114","01385238","2017-01","AV. SANTOS DUMONT [O-L]",22541,-38.4986392,-3.73614988
"115","01385239","2017-01","AV. DESEMBARGADOR MOREIRA [N-S]",8133,-38.4983696,-3.73611008
"116","01385240","2017-01","AV. SANTOS DUMONT [O-L]",26362,-38.4935602,-3.73779004
"117","01385241","2017-01","AV. SEN. VIRGILIO TAVORA [N-S]",10221,-38.49348,-3.73772992
"118","01385242","2017-01","AV. SEN. VIRGILIO TAVORA [S-N]",11448,-38.4925196,-3.73494988
"119","01385243","2017-01","AV. DOM LUIS [L-O]",37953,-38.4924204,-3.73486004
"120","01385244","2017-01","AV. JULIO ABREU [L-O]",31300,-38.4869524720342,-3.73586063828977
"121","01385245","2017-01","AV. SANTOS DUMONT [L-O]",10464,-38.4751008,-3.74368988
"122","01385246","2017-01","AV. SANTOS DUMONT [O-L]",3048,-38.5027708,-3.73485992
"123","01385247","2017-01","AV. SANTOS DUMONT [O-L]",1805,-38.5018092,-3.73516988
"124","01385248","2017-01","AV. SANTOS DUMONT [O-L]",3045,-38.5008006,-3.73549016
"125","01385249","2017-01","AV. SANTOS DUMONT [O-L]",2281,-38.4999004,-3.73578988
"126","01385250","2017-01","AV. SANTOS DUMONT [O-L]",3097,-38.4988196,-3.73613988
"127","01385251","2017-01","AV. SANTOS DUMONT [O-L]",2619,-38.4978302,-3.73646016
"128","01385252","2017-01","AV. SANTOS DUMONT [O-L]",1623,-38.4969806,-3.73673992
"129","01385253","2017-01","AV. SANTOS DUMONT [O-L]",2494,-38.4959196,-3.73708012
"130","01385254","2017-01","AV. SANTOS DUMONT [O-L]",1918,-38.4949404,-3.7374
"131","01385255","2017-01","AV. SANTOS DUMONT [O-L]",2815,-38.4939592,-3.73772016
"132","01385256","2017-01","AV. SANTOS DUMONT [O-L]",1570,-38.4930302,-3.73802008
"133","01385257","2017-01","AV. SANTOS DUMONT [O-L]",4130,-38.4920796,-3.73833004
"134","01385258","2017-01","AV. SANTOS DUMONT [O-L]",1821,-38.4910908,-3.73865004
"135","01385259","2017-01","AV. SANTOS DUMONT [O-L]",1877,-38.4901396,-3.73894996
"136","01385261","2017-01","AV. JULIO ABREU [L-O]",2344,-38.4863808,-3.73581984
"137","01385262","2017-01","AV. JULIO ABREU [L-O]",2582,-38.487649,-3.7358698
"138","01385264","2017-01","AV. DOM LUIS [L-O]",5048,-38.4889198,-3.73592008
"139","01385265","2017-01","AV. DOM LUIS [L-O]",2322,-38.48997,-3.7356198
"140","01385266","2017-01","AV. DOM LUIS [L-O]",2665,-38.4910208,-3.73527008
"141","01385267","2017-01","AV. DOM LUIS [L-O]",4545,-38.4918608,-3.735
"142","01385268","2017-01","AV. DOM LUIS [L-O]",4203,-38.4929298,-3.73465
"143","01385269","2017-01","AV. DOM LUIS [L-O]",2328,-38.4940206,-3.73429016
"144","01385270","2017-01","AV. DOM LUIS [L-O]",2772,-38.4949398,-3.73399004
"145","01385271","2017-01","AV. DOM LUIS [L-O]",2593,-38.4959708,-3.73366988
"146","01385272","2017-01","AV. DOM LUIS [L-O]",3990,-38.496629,-3.73345004
"147","01385274","2017-01","AV. DOM LUIS [L-O]",2098,-38.4989108,-3.73273008
"148","01385275","2017-01","AV. DOM LUIS [L-O]",3042,-38.4998194,-3.73243008
"149","01385276","2017-01","AV. DOM LUIS [L-O]",3133,-38.5007902,-3.73211992
"150","01385277","2017-01","AV. SANTOS DUMONT [O-L]",18442,-38.4752302,-3.74375012
"151","01385278","2017-01","AV. DOMINGOS OLIMPIO [O-L]",3311,-38.5240738851152,-3.73868779629931
"152","01385279","2017-01","AV. ANTONIO SALES [O-L]",2781,-38.5229312990616,-3.73898802767236
"153","01385280","2017-01","AV. ANTONIO SALES [O-L]",3096,-38.5220756227286,-3.73936505466283
"154","01385281","2017-01","AV. ANTONIO SALES [O-L]",2358,-38.5211454520734,-3.73964190846741
"155","01385282","2017-01","AV. ANTONIO SALES [O-L]",3517,-38.5200090455848,-3.74001932336487
"156","01385283","2017-01","AV. ANTONIO SALES [O-L]",2581,-38.5187729914551,-3.7404017739167
"157","01385284","2017-01","AV. ANTONIO SALES [O-L]",2646,-38.5177935851929,-3.74070679869029
"158","01385285","2017-01","AV. ANTONIO SALES [O-L]",3040,-38.5167546671815,-3.74104701340988
"159","01385286","2017-01","AV. ANTONIO SALES [O-L]",2604,-38.5156242830637,-3.74142061201832
"160","01385287","2017-01","AV. ANTONIO SALES [O-L]",2507,-38.5147713454573,-3.74166489824258
"161","01385288","2017-01","AV. ANTONIO SALES [O-L]",2833,-38.5135471780116,-3.74204751939243
"162","01385289","2017-01","AV. ANTONIO SALES [O-L]",4306,-38.512276785051,-3.74243516519163
"163","01385290","2017-01","AV. ANTONIO SALES [O-L]",2552,-38.5113381356534,-3.74273382354789
"164","01385291","2017-01","AV. ANTONIO SALES [O-L]",2970,-38.5100228812821,-3.74316543861628
"165","01385293","2017-01","AV. ANTONIO SALES [O-L]",2804,-38.5082012483146,-3.74374536941315
"166","01385294","2017-01","AV. ANTONIO SALES [O-L]",2584,-38.506959055388,-3.74411762006544
"167","01385295","2017-01","AV. ANTONIO SALES [O-L]",2744,-38.5058873252384,-3.74441943368632
"168","01385296","2017-01","AV. ANTONIO SALES [O-L]",2312,-38.5048922194115,-3.74474389085566
"169","01385297","2017-01","AV. ANTONIO SALES [O-L]",3000,-38.5041827789899,-3.7449461384917
"170","01385298","2017-01","AV. ANTONIO SALES [O-L]",2167,-38.5031830834857,-3.74525777856538
"171","01385299","2017-01","AV. ANTONIO SALES [O-L]",2949,-38.5020821162531,-3.74558433222568
"172","01385300","2017-01","AV. ANTONIO SALES [O-L]",2301,-38.5009304326157,-3.74596946490776
"173","01385301","2017-01","AV. ANTONIO SALES [O-L]",1444,-38.5000774848393,-3.74623140208453
"174","01385302","2017-01","AV. ANTONIO SALES [O-L]",2276,-38.4990918115937,-3.74653633743428
"175","01385303","2017-01","AV. ANTONIO SALES [O-L]",1736,-38.4981107435908,-3.74685043333741
"176","01385304","2017-01","AV. ANTONIO SALES [O-L]",2048,-38.4971948652079,-3.74714087493738
"177","01385305","2017-01","AV. ANTONIO SALES [O-L]",2162,-38.4961289476715,-3.74747429028003
"178","01385306","2017-01","AV. ANTONIO SALES [O-L]",1900,-38.4950107720355,-3.74782926365199
"179","01385307","2017-01","AV. PONTES VIEIRA [O-L]",9405,-38.5003596,-3.75122988
"180","01385308","2017-01","AV. GODOFREDO MACIEL [S-N]",9883,-38.5658102,-3.78339016
"181","01385309","2017-01","AV. JOVITA FEITOSA [L-O]",5213,-38.5664196788371,-3.74184248718411
"182","01385310","2017-01","AV. DEPUTADO PAULINO ROCHA [N-S]",24333,-38.5077058441867,-3.80185231179925
"183","01385311","2017-01","AV. DEPUTADO PAULINO ROCHA [S-N]",22382,-38.507494335592,-3.80190470056048
"184","01385312","2017-01","AV. CORONEL CARVALHO [N-S]",11484,-38.58887,-3.71377004
"185","01385313","2017-01","AV. CORONEL CARVALHO [S-N]",11005,-38.5887198,-3.71399012
"186","01385315","2017-01","R. ISAAC AMARAL [O-L]",5604,-38.5068302,-3.75216012
"187","01385316","2017-01","AV. EDUARDO GIRAO [L-O]",7281,-38.5391806,-3.74904016
"188","01385317","2017-01","AV. EDUARDO GIRAO [L-O]",7184,-38.5404606,-3.74752992
"189","01385318","2017-01","AV. EDUARDO GIRAO [L-O]",15087,-38.5366802,-3.7504802
"190","01385319","2017-01","AV. EDUARDO GIRAO [O-L]",4476,-38.5369306,-3.75062004
"191","01385320","2017-01","AV. EDUARDO GIRAO [L-O]",6431,-38.5326706,-3.7521098
"192","01385321","2017-01","AV. EDUARDO GIRAO [O-L]",2335,-38.53292,-3.75218996
"193","01385322","2017-01","R. VERBENA [N-S]",10177,-38.5886304,-3.78061988
"194","01385323","2017-01","R. ANSELMO NOGUEIRA [S-N]",15000,-38.5873706,-3.7818298
"195","01385324","2017-01","AV. BEZERRA DE MENEZES [L-O]",18639,-38.5476258293387,-3.73200565619944
"196","01385325","2017-01","AV. RAUL BARBOSA [N-S]",38810,-38.5130796,-3.77535992
"197","01385326","2017-01","AV. RAUL BARBOSA [S-N]",36269,-38.5129804,-3.77550996
"198","01385327","2017-01","AV. BEZERRA DE MENEZES [O-L]",24423,-38.5663750153576,-3.73621100947592
"199","01385328","2017-01","AV. BEZERRA DE MENEZES [L-O]",30581,-38.5663831857504,-3.73587926110489
"200","01385331","2017-01","R. PROFESSOR COSTA MENDES [L-O]",11811,-38.552889,-3.74926992
"201","01385332","2017-01","AV. HIST. RAIMUNDO GIRAO [L-O]",28695,-38.5053092610531,-3.72357182635641
"202","01385333","2017-01","AV. HIST. RAIMUNDO GIRAO [L-O]",22412,-38.5094172728042,-3.72162577410305
"203","01385334","2017-01","AV. HIST. RAIMUNDO GIRAO [O-L]",11431,-38.5096363779865,-3.72160376878291
"204","01385335","2017-01","AV. MONSENHOR TABOSA [O-L]",3712,-38.5038892,-3.72471988
"205","01385336","2017-01","AV. ABOLICAO [O-L]",2227,-38.5029392,-3.72502988
"206","01385337","2017-01","AV. ABOLICAO [O-L]",2523,-38.5019506,-3.72533008
"207","01385338","2017-01","AV. ABOLICAO [O-L]",1194,-38.4936702,-3.7271498
"208","01385339","2017-01","AV. ABOLICAO [O-L]",2370,-38.4926904,-3.72699984
"209","01385340","2017-01","AV. ABOLICAO [O-L]",2114,-38.4919302,-3.72687
"210","01385341","2017-01","AV. ABOLICAO [L-O]",3200,-38.4937704,-3.72700992
"211","01385342","2017-01","AV. ABOLICAO [L-O]",3537,-38.494571,-3.72713016
"212","01385343","2017-01","AV. ABOLICAO [L-O]",3180,-38.4956806,-3.72719008
"213","01385346","2017-01","AV. DEPUTADO PAULINO ROCHA [L-O]",23419,-38.5195792,-3.81005008
"214","01385347","2017-01","AV. PONTES VIEIRA [O-L]",17423,-38.4978006,-3.75092988
"215","01385348","2017-01","AV. CORONEL MATOS DOURADO [S-N]",13601,-38.58257,-3.75323996
"216","01385349","2017-01","AV. GODOFREDO MACIEL [N-S]",13936,-38.5646392,-3.77923004
"217","01385802","2017-01","AV. JOSE SABOIA [S-N]",6536,-38.46536,-3.71893
"218","01385803","2017-01","AV. JOSE SABOIA [N-S]",7110,-38.4653606,-3.71913988
"219","01385821","2017-01","R. JOSE HIPOLITO [O-L]",22285,-38.4936294,-3.83277992
"220","01385822","2017-01","R. MANUEL CASTELO BRANCO [L-O]",13993,-38.493209,-3.8317498
"221","01385825","2017-01","AV. JORNALISTA THOMAZ COELHO [L-O]",26916,-38.5026108,-3.83170004
"222","AT007","2017-01","AV. PRES. CASTELO BRANCO [O-L]",18186,-38.5448293333333,-3.71503988888889
"223","AT009","2017-01","AV. PRES. CASTELO BRANCO [L-O]",11216,-38.5400988888889,-3.71693992592593
"224","AT015","2017-01","AV. GODOFREDO MACIEL [N-S]",16655,-38.5665611111111,-3.78540992592593
"225","AT018","2017-01","R. CONEGO DE CASTRO [N-S]",22996,-38.5876907692308,-3.80039980769231
"226","AT037","2017-01","AV. DR. THEBERGE [N-S]",16487,-38.5683391111111,-3.72472003703704
"227","AT041","2017-01","AV. PRES. COSTA E SILVA [O-L]",25278,-38.5686298076923,-3.81583992307692
"228","AT042","2017-01","R. RAIMUNDO NERI [S-N]",26563,-38.5868305769231,-3.79301011538462
"229","AT043","2017-01","AV. GEN. OSORIO DE PAIVA [N-S]",15779,-38.5802894230769,-3.78429011538462
"230","AT044","2017-01","AV. GEN. OSORIO DE PAIVA [S-N]",9791,-38.5806903846154,-3.78469996153846
"231","AT045","2017-01","AV. GEN. OSORIO DE PAIVA [N-S]",25282,-38.5941388888889,-3.79643014814815
"232","AT046","2017-01","AV. GEN. OSORIO DE PAIVA [S-N]",25187,-38.5939802222222,-3.79653014814815
"233","AT061","2017-01","AV. CORONEL CARVALHO [S-N]",9685,-38.59141,-3.70379980769231
"234","AT067","2017-01","AV. PRES. CASTELO BRANCO [L-O]",10311,-38.5856207692308,-3.70090015384615
"235","AT068","2017-01","AV. PRES. CASTELO BRANCO [O-L]",10545,-38.5861067692308,-3.70079073076923
"236","AT076","2017-01","AV. GODOFREDO MACIEL [N-S]",23105,-38.57364,-3.80832015384615
"237","AT077","2017-01","AV. GODOFREDO MACIEL [N-S]",25090,-38.5683895555556,-3.79277014814815
"238","AT078","2017-01","AV. GODOFREDO MACIEL [S-N]",23335,-38.5680806666667,-3.79265992592593
"239","AT079","2017-01","AV. CORONEL MATOS DOURADO [N-S]",9534,-38.5852492307692,-3.74195
"240","AT080","2017-01","AV. CORONEL MATOS DOURADO [S-N]",8290,-38.5849998076923,-3.74192980769231
"241","AT087","2017-01","AV. AMERICO BARREIRA [L-O]",29320,-38.5608908888889,-3.75726
"242","AT089","2017-01","AV. GODOFREDO MACIEL [S-N]",14121,-38.5735391111111,-3.80834985185185
"243","AT090","2017-01","AV. SEN. FERNANDES TAVORA [L-O]",11071,-38.5913093333333,-3.75726988888889
"244","AT092","2017-01","AV. JOVITA FEITOSA [L-O]",21110,-38.5471,-3.73787014814815
"245","AT095","2017-01","AV. PRES. CASTELO BRANCO [O-L]",8875,-38.5448295555556,-3.71509007407407
"246","AT096","2017-01","AV. PRES. CASTELO BRANCO [L-O]",12553,-38.5400608888889,-3.71690014814815
"247","AT097","2017-01","AV. CORONEL MATOS DOURADO [N-S]",15839,-38.5851903846154,-3.74194984615385
"248","AT200","2017-01","AV. ENG. HUMBERTO MONTE [L-O]",11637,-38.5613702222222,-3.74791985185185
"249","AT201","2017-01","AV. ENG. HUMBERTO MONTE [O-L]",17220,-38.5619892307692,-3.74744007692308
"250","AT204","2017-01","AV. EDILSON BRASIL SOARES [O-L]",10118,-38.4722790384615,-3.78877984615385
"251","AT205","2017-01","AV. EDILSON BRASIL SOARES [L-O]",2075,-38.4704190384615,-3.78855007692308
"252","AT206","2017-01","R. VIA LACTEA [S-N]",23032,-38.5293303846154,-3.76257011538462
"253","AT207","2017-01","AV. JOAO PESSOA [S-N]",23636,-38.5577798076923,-3.76235003846154
"254","AT208","2017-01","AV. JOAO PESSOA [S-N]",20396,-38.5465192307692,-3.74916984615385
"255","AT209","2017-01","AV. ALM. HENRIQUE SABOIA [N-S]",12001,-38.4805101923077,-3.72692988461538
"256","AT210","2017-01","AV. ALM. HENRIQUE SABOIA [S-N]",7028,-38.4810205769231,-3.72966996153846
"257","AT211","2017-01","AV. EDUARDO GIRAO [O-L]",6546,-38.5318501923077,-3.75322980769231
"258","AT212","2017-01","AV. PE. PEDRO DE ALENCAR [N-S]",14275,-38.4944692307692,-3.84423980769231
"259","AT213","2017-01","AV. PE. PEDRO DE ALENCAR [S-N]",15424,-38.4944609615385,-3.84573011538462
"260","AT214","2017-01","R. ANDRADE FURTADO [O-L]",14371,-38.4736592307692,-3.74773988461538
"261","AT215","2017-01","AV. SEN. FERNANDES TAVORA [O-L]",10732,-38.59174,-3.75711003846154
"262","AT216","2017-01","AV. JOVITA FEITOSA [L-O]",17233,-38.5595290384615,-3.74043011538462
"263","AT217","2017-01","AV. JOVITA FEITOSA [O-L]",15037,-38.5599008888889,-3.74059
"264","AT219","2017-01","AV. JOSE BASTOS [N-S]",31816,-38.5523707692308,-3.75179007692308
"265","AT220","2017-01","R. DR. JUSTA ARAUJO [S-N]",9133,-38.5518590384615,-3.78065988461538
"266","AT221","2017-01","R. GOV. JOAO CARLOS [N-S]",11025,-38.5525,-3.78035007692308
"267","AT223","2017-01","R. NEREU RAMOS [O-L]",16510,-38.57063,-3.78586011538462
"268","AT224","2017-01","R. VITAL BRASIL [L-O]",17639,-38.5936909615385,-3.77923003846154
"269","AT225","2017-01","R. EMILIO DE MENEZES [O-L]",9037,-38.58457,-3.78256011538462
"270","AT226","2017-01","R. FAUSTO CABRAL [L-O]",11194,-38.4721598076923,-3.73489988461538
"271","AT227","2017-01","AV. ALM. HENRIQUE SABOIA [N-S]",9163,-38.4844907692308,-3.73486003846154
"272","AT228","2017-01","R. VITORIA [N-S]",10472,-38.5899905769231,-3.76793003846154
"273","AT229","2017-01","AV. ALM. HENRIQUE SABOIA [S-N]",22382,-38.50178,-3.75326007692308
"274","AT230","2017-01","AV. BEIRA MAR [O-L]",9115,-38.4952705769231,-3.72606980769231
"275","AT231","2017-01","R. CRISANTO MOREIRA DA ROCHA [S-N]",4902,-38.4814295384615,-3.80189007692308
