"","Sitio","DATA","ViaSentido","VMD","Lon","Lat"
"11337","01385287","2020-01","AV. ANTONIO SALES [O-L]",1991,-38.5147713454573,-3.74166489824258
"11338","01385288","2020-01","AV. ANTONIO SALES [O-L]",2095,-38.5135471780116,-3.74204751939243
"11339","01385289","2020-01","AV. ANTONIO SALES [O-L]",3473,-38.512276785051,-3.74243516519163
"11340","01385290","2020-01","AV. ANTONIO SALES [O-L]",1918,-38.5113381356534,-3.74273382354789
"11341","01385291","2020-01","AV. ANTONIO SALES [O-L]",2766,-38.5100228812821,-3.74316543861628
"11342","01385293","2020-01","AV. ANTONIO SALES [O-L]",2470,-38.5082012483146,-3.74374536941315
"11343","01385294","2020-01","AV. ANTONIO SALES [O-L]",2249,-38.506959055388,-3.74411762006544
"11344","01385295","2020-01","AV. ANTONIO SALES [O-L]",2398,-38.5058873252384,-3.74441943368632
"11345","01385296","2020-01","AV. ANTONIO SALES [O-L]",1865,-38.5048922194115,-3.74474389085566
"11346","01385297","2020-01","AV. ANTONIO SALES [O-L]",2768,-38.5041827789899,-3.7449461384917
"11347","01385298","2020-01","AV. ANTONIO SALES [O-L]",1895,-38.5031830834857,-3.74525777856538
"11348","01385299","2020-01","AV. ANTONIO SALES [O-L]",2459,-38.5020821162531,-3.74558433222568
"11349","01385300","2020-01","AV. ANTONIO SALES [O-L]",2320,-38.5009304326157,-3.74596946490776
"11350","01385301","2020-01","AV. ANTONIO SALES [O-L]",1495,-38.5000774848393,-3.74623140208453
"11351","01385302","2020-01","AV. ANTONIO SALES [O-L]",2020,-38.4990918115937,-3.74653633743428
"11352","01385303","2020-01","AV. ANTONIO SALES [O-L]",1571,-38.4981107435908,-3.74685043333741
"11353","01385304","2020-01","AV. ANTONIO SALES [O-L]",1874,-38.4971948652079,-3.74714087493738
"11354","01385305","2020-01","AV. ANTONIO SALES [O-L]",1667,-38.4961289476715,-3.74747429028003
"11355","01385306","2020-01","AV. ANTONIO SALES [O-L]",1791,-38.4950107720355,-3.74782926365199
"11356","01385308","2020-01","AV. GODOFREDO MACIEL [S-N]",7061,-38.5658102,-3.78339016
"11357","01385309","2020-01","AV. JOVITA FEITOSA [L-O]",3661,-38.5664196788371,-3.74184248718411
"11358","01385310","2020-01","AV. DEPUTADO PAULINO ROCHA [N-S]",27459,-38.5077058441867,-3.80185231179925
"11359","01385311","2020-01","AV. DEPUTADO PAULINO ROCHA [S-N]",19330,-38.507494335592,-3.80190470056048
"11360","01385312","2020-01","AV. CORONEL CARVALHO [N-S]",10721,-38.58887,-3.71377004
"11361","01385313","2020-01","AV. CORONEL CARVALHO [S-N]",10644,-38.5887198,-3.71399012
"11362","01385316","2020-01","AV. EDUARDO GIRAO [L-O]",8975,-38.5391806,-3.74904016
"11363","01385317","2020-01","AV. EDUARDO GIRAO [L-O]",9318,-38.5404606,-3.74752992
"11364","01385318","2020-01","AV. EDUARDO GIRAO [L-O]",13473,-38.5366802,-3.7504802
"11365","01385319","2020-01","AV. EDUARDO GIRAO [O-L]",5203,-38.5369306,-3.75062004
"11366","01385320","2020-01","AV. EDUARDO GIRAO [L-O]",7560,-38.5326706,-3.7521098
"11367","01385321","2020-01","AV. EDUARDO GIRAO [O-L]",5189,-38.53292,-3.75218996
"11368","01385322","2020-01","R. VERBENA [N-S]",11648,-38.5886304,-3.78061988
"11369","01385323","2020-01","R. ANSELMO NOGUEIRA [S-N]",17011,-38.5873706,-3.7818298
"11370","01385324","2020-01","AV. BEZERRA DE MENEZES [L-O]",19444,-38.5476258293387,-3.73200565619944
"11371","01385327","2020-01","AV. BEZERRA DE MENEZES [O-L]",22674,-38.5663750153576,-3.73621100947592
"11372","01385328","2020-01","AV. BEZERRA DE MENEZES [L-O]",29120,-38.5663831857504,-3.73587926110489
"11373","01385331","2020-01","R. PROFESSOR COSTA MENDES [L-O]",13293,-38.552889,-3.74926992
"11374","01385332","2020-01","AV. HIST. RAIMUNDO GIRAO [L-O]",26840,-38.5053092610531,-3.72357182635641
"11375","01385333","2020-01","AV. HIST. RAIMUNDO GIRAO [L-O]",22820,-38.5094172728042,-3.72162577410305
"11376","01385334","2020-01","AV. HIST. RAIMUNDO GIRAO [O-L]",10381,-38.5096363779865,-3.72160376878291
"11377","01385335","2020-01","AV. MONSENHOR TABOSA [O-L]",2871,-38.5038892,-3.72471988
"11378","01385336","2020-01","AV. ABOLICAO [O-L]",2483,-38.5029392,-3.72502988
"11379","01385337","2020-01","AV. ABOLICAO [O-L]",1203,-38.5019506,-3.72533008
"11380","01385339","2020-01","AV. ABOLICAO [O-L]",1860,-38.4926904,-3.72699984
"11381","01385342","2020-01","AV. ABOLICAO [L-O]",1858,-38.494571,-3.72713016
"11382","01385343","2020-01","AV. ABOLICAO [L-O]",1356,-38.4956806,-3.72719008
"11383","01385347","2020-01","AV. PONTES VIEIRA [O-L]",17565,-38.4978006,-3.75092988
"11384","01385348","2020-01","AV. CORONEL MATOS DOURADO [S-N]",14764,-38.58257,-3.75323996
"11385","01385349","2020-01","AV. GODOFREDO MACIEL [N-S]",8415,-38.5646392,-3.77923004
"11386","01385350","2020-01","AV. DIOGUINHO [N-S]",8103,-38.4412292,-3.76569988
"11387","01385351","2020-01","AV. DIOGUINHO [S-N]",6507,-38.4411596,-3.76567
"11388","01385352","2020-01","AV. PRES. COSTA E SILVA [L-O]",25223,-38.54822,-3.82385008
"11389","01385353","2020-01","R. TORRES CAMARA [O-L]",18552,-38.50296,-3.73691992
"11390","01385354","2020-01","AV. GODOFREDO MACIEL [S-N]",21862,-38.5712267883934,-3.8011896280476
"11391","01385358","2020-01","R. GEN. SAMPAIO [S-N]",2703,-38.5323796396453,-3.73236329998976
"11392","01385359","2020-01","R. GEN. SAMPAIO [S-N]",1832,-38.5321875709228,-3.73171966215423
"11393","01385360","2020-01","R. GEN. SAMPAIO [S-N]",1840,-38.5319428635932,-3.73087965499058
"11394","01385361","2020-01","R. GEN. SAMPAIO [S-N]",1696,-38.5314907407127,-3.72934022652561
"11395","01385362","2020-01","R. GEN. SAMPAIO [S-N]",1229,-38.5312252634499,-3.72839924197659
"11396","01385364","2020-01","AV. FRANCISCO SA [L-O]",8233,-38.5721532710697,-3.71230007194842
"11397","01385365","2020-01","AV. FRANCISCO SA [O-L]",7449,-38.5724026840375,-3.7123251389943
"11398","01385367","2020-01","AV. PRES. CASTELO BRANCO [O-L]",17378,-38.5590250908573,-3.71126599179354
"11399","01385368","2020-01","AV. PRES. CASTELO BRANCO [L-O]",17964,-38.568526879847,-3.70825340182986
"11400","01385369","2020-01","AV. PRES. CASTELO BRANCO [O-L]",18710,-38.5687947020005,-3.70844160473938
"11401","01385370","2020-01","AV. PRES. CASTELO BRANCO [L-O]",16970,-38.5624775691089,-3.71002688180487
"11402","01385371","2020-01","AV. PRES. CASTELO BRANCO [O-L]",18186,-38.5745092,-3.70617
"11403","01385374","2020-01","AV. PRES. CASTELO BRANCO [L-O]",15344,-38.5857742021066,-3.70076954039881
"11404","01385375","2020-01","AV. PRES. CASTELO BRANCO [O-L]",13521,-38.585914555843,-3.70094605779775
"11405","01385376","2020-01","AV. BEZERRA DE MENEZES [L-O]",14583,-38.5520933163801,-3.73293144987676
"11406","01385377","2020-01","AV. BEZERRA DE MENEZES [O-L]",18113,-38.5524124310368,-3.73331841754511
"11407","01385378","2020-01","AV. BERNARDO MANUEL [N-S]",26783,-38.5508949686685,-3.79645302869153
"11408","01385379","2020-01","AV. BERNARDO MANUEL [S-N]",25179,-38.5508221668917,-3.79694751283746
"11409","01385380","2020-01","AV. CESAR CALS [S-N]",6122,-38.4618385721437,-3.72587089566091
"11410","01385381","2020-01","AV. CESAR CALS [N-S]",7708,-38.4620257017108,-3.72584792603933
"11411","01385382","2020-01","AV. FRANCISCO SA [L-O]",10683,-38.5569496548634,-3.71747315018022
"11412","01385383","2020-01","AV. JOAO PESSOA [N-S]",1364,-38.5493598,-3.75224984
"11413","01385384","2020-01","AV. JOAO PESSOA [S-N]",18600,-38.549591,-3.75259988
"11414","01385385","2020-01","AV. DR. SILAS MUNGUBA [L-O]",17599,-38.5384496,-3.79099008
"11415","01385386","2020-01","AV. DR. SILAS MUNGUBA [O-L]",12098,-38.5386894,-3.79098016
"11416","01385387","2020-01","AV. FRANCISCO SA [O-L]",10404,-38.5570223141129,-3.71756734989318
"11417","01385390","2020-01","AV. GEN. OSORIO DE PAIVA [S-N]",19992,-38.5881267161772,-3.79057964593185
"11418","01385391","2020-01","AV. GEN. OSORIO DE PAIVA [N-S]",17168,-38.5885157533644,-3.79062579921069
"11419","01385392","2020-01","AV. RUI BARBOSA [N-S]",6544,-38.5070604,-3.72862996
"11420","01385393","2020-01","R. TENENTE BENEVOLO [L-O]",10169,-38.5070106,-3.72870988
"11421","01385394","2020-01","AV. AGUANAMBI [S-N]",337,-38.5248702,-3.74021996
"11422","01385395","2020-01","AV. AGUANAMBI [N-S]",320,-38.524991,-3.74026012
"11423","01385396","2020-01","AV. AGUANAMBI [S-N]",32,-38.5257608,-3.74135984
"11424","01385397","2020-01","AV. AGUANAMBI [N-S]",537,-38.5259796,-3.74159008
"11425","01385398","2020-01","AV. AGUANAMBI [S-N]",192,-38.5254192,-3.7447798
"11426","01385399","2020-01","AV. AGUANAMBI [N-S]",47,-38.52558,-3.74501984
"11427","01385400","2020-01","AV. AGUANAMBI [S-N]",18562,-38.5251258975311,-3.74610803377344
"11428","01385401","2020-01","AV. AGUANAMBI [N-S]",24238,-38.5254296604232,-3.74615056688669
"11429","01385402","2020-01","AV. AGUANAMBI [S-N]",41,-38.524611,-3.74724996
"11430","01385403","2020-01","AV. AGUANAMBI [N-S]",387,-38.5247996,-3.74734984
"11431","01385404","2020-01","AV. AGUANAMBI [N-S]",120,-38.5238798,-3.74969996
"11432","01385405","2020-01","AV. AGUANAMBI [S-N]",1213,-38.5236394,-3.74986016
"11433","01385406","2020-01","AV. AGUANAMBI [S-N]",18274,-38.5234002,-3.75126984
"11434","01385407","2020-01","AV. AGUANAMBI [N-S]",38079,-38.5236296,-3.75130004
"11435","01385409","2020-01","AV. GEN. OSORIO DE PAIVA [N-S]",17463,-38.6073886338572,-3.81002166835247
"11436","01385410","2020-01","AV. GEN. OSORIO DE PAIVA [S-N]",14136,-38.6071783587125,-3.81021064843828
"11437","01385413","2020-01","AV. DIOGUINHO [N-S]",8485,-38.4484904,-3.75076008
"11438","01385414","2020-01","AV. DIOGUINHO [S-N]",7526,-38.4484294,-3.75073016
"11439","01385415","2020-01","AV. DIOGUINHO [N-S]",7744,-38.4533896,-3.74163992
"11440","01385416","2020-01","AV. DIOGUINHO [S-N]",7634,-38.4533106,-3.74160012
"11441","01385418","2020-01","AV. PRES. CASTELO BRANCO [O-L]",14590,-38.5636237741641,-3.71007215390248
"11442","01385419","2020-01","AV. PRES. CASTELO BRANCO [L-O]",13149,-38.5632806,-3.70989008
"11443","01385420","2020-01","AV. SANTOS DUMONT [O-L]",12592,-38.498588720404,-3.73623113774005
"11444","01385421","2020-01","AV. SANTOS DUMONT [O-L]",9,-38.4985792,-3.7361198
"11445","01385422","2020-01","R. ALBERTO MAGNO [N-S]",16943,-38.5467869773056,-3.76111189026477
"11446","01385423","2020-01","R. ALBERTO MAGNO [N-S]",65,-38.5467127918737,-3.76117304651831
"11447","01385424","2020-01","AV. SANTOS DUMONT [O-L]",1731,-38.4987408,-3.7361598
"11448","01385427","2020-01","RAMPA SUPERIOR DE DESEMBARQUE AEROPORTO PINTO MARTINS [L-O]",3180,-38.5374796,-3.78056992
"11449","AT007","2020-01","AV. PRES. CASTELO BRANCO [O-L]",18368,-38.5448293333333,-3.71503988888889
"11450","AT009","2020-01","AV. PRES. CASTELO BRANCO [L-O]",21415,-38.5400988888889,-3.71693992592593
"11451","AT015","2020-01","AV. GODOFREDO MACIEL [N-S]",14758,-38.5665611111111,-3.78540992592593
"11452","AT037","2020-01","AV. DR. THEBERGE [N-S]",14304,-38.5683391111111,-3.72472003703704
"11453","AT041","2020-01","AV. PRES. COSTA E SILVA [O-L]",25480,-38.5686298076923,-3.81583992307692
"11454","AT042","2020-01","R. RAIMUNDO NERI [S-N]",23511,-38.5868305769231,-3.79301011538462
"11455","AT044","2020-01","AV. GEN. OSORIO DE PAIVA [S-N]",12485,-38.5806903846154,-3.78469996153846
"11456","AT045","2020-01","AV. GEN. OSORIO DE PAIVA [N-S]",27082,-38.5941388888889,-3.79643014814815
"11457","AT046","2020-01","AV. GEN. OSORIO DE PAIVA [S-N]",31265,-38.5939802222222,-3.79653014814815
"11458","AT061","2020-01","AV. CORONEL CARVALHO [S-N]",7866,-38.59141,-3.70379980769231
"11459","AT077","2020-01","AV. GODOFREDO MACIEL [N-S]",21146,-38.5683895555556,-3.79277014814815
"11460","AT078","2020-01","AV. GODOFREDO MACIEL [S-N]",21777,-38.5680806666667,-3.79265992592593
"11461","AT087","2020-01","AV. AMERICO BARREIRA [L-O]",32453,-38.5608908888889,-3.75726
"11462","AT089","2020-01","AV. GODOFREDO MACIEL [S-N]",20608,-38.5735391111111,-3.80834985185185
"11463","AT090","2020-01","AV. SEN. FERNANDES TAVORA [L-O]",10409,-38.5913093333333,-3.75726988888889
"11464","AT092","2020-01","AV. JOVITA FEITOSA [L-O]",19347,-38.5471,-3.73787014814815
"11465","AT095","2020-01","AV. PRES. CASTELO BRANCO [O-L]",12422,-38.5448295555556,-3.71509007407407
"11466","AT096","2020-01","AV. PRES. CASTELO BRANCO [L-O]",15476,-38.5400608888889,-3.71690014814815
"11467","AT200","2020-01","AV. ENG. HUMBERTO MONTE [L-O]",10059,-38.5613702222222,-3.74791985185185
"11468","AT207","2020-01","AV. JOAO PESSOA [S-N]",20555,-38.5577798076923,-3.76235003846154
"11469","AT208","2020-01","AV. JOAO PESSOA [S-N]",17414,-38.5465192307692,-3.74916984615385
"11470","AT209","2020-01","AV. ALM. HENRIQUE SABOIA [N-S]",10364,-38.4805101923077,-3.72692988461538
"11471","AT210","2020-01","AV. ALM. HENRIQUE SABOIA [S-N]",8264,-38.4810205769231,-3.72966996153846
"11472","AT213","2020-01","AV. PE. PEDRO DE ALENCAR [S-N]",10514,-38.4944609615385,-3.84573011538462
"11473","AT214","2020-01","R. ANDRADE FURTADO [O-L]",15927,-38.4736592307692,-3.74773988461538
"11474","AT217","2020-01","AV. JOVITA FEITOSA [O-L]",16122,-38.5599008888889,-3.74059
"11475","AT223","2020-01","R. NEREU RAMOS [O-L]",13286,-38.57063,-3.78586011538462
"11476","AT224","2020-01","R. VITAL BRASIL [L-O]",19836,-38.5936909615385,-3.77923003846154
"11477","AT225","2020-01","R. EMILIO DE MENEZES [O-L]",13352,-38.58457,-3.78256011538462
"11478","AT226","2020-01","R. FAUSTO CABRAL [L-O]",14288,-38.4721598076923,-3.73489988461538
"11479","AT227","2020-01","AV. ALM. HENRIQUE SABOIA [N-S]",12397,-38.4844907692308,-3.73486003846154
"11480","AT229","2020-01","AV. ALM. HENRIQUE SABOIA [S-N]",24479,-38.50178,-3.75326007692308
"11481","AT231","2020-01","R. CRISANTO MOREIRA DA ROCHA [S-N]",3385,-38.4814295384615,-3.80189007692308
"11482","AT232","2020-01","R. CRISANTO MOREIRA DA ROCHA [N-S]",6985,-38.4813793846154,-3.80136
"11483","AT233","2020-01","AV. JOSE JATAHY [S-N]",13946,-38.5442005555556,-3.73451996296296
"11484","AT234","2020-01","AV. JOSE JATAHY [N-S]",9895,-38.5440393846154,-3.73629996153846
"11485","AT235","2020-01","AV. PRES. CASTELO BRANCO [L-O]",16348,-38.5814398148148,-3.70286
"11486","AT236","2020-01","AV. PRES. CASTELO BRANCO [O-L]",14684,-38.5827807407407,-3.70236985185185
"11487","AT237","2020-01","AV. JOVITA FEITOSA [L-O]",18303,-38.5528407407407,-3.73909011111111
"11488","AT238","2020-01","AV. JOVITA FEITOSA [O-L]",15965,-38.55356,-3.73929985185185
"11489","AT909","2020-01","AV. FRANCISCO SA [O-L]",344,-38.5471394444444,-3.72080003703704
"11490","FS001","2020-01","AV. BERNARDO MANUEL [N-S]",14949,-38.5521509259259,-3.80079014814815
"11491","FS003","2020-01","AV. BERNARDO MANUEL [N-S]",14426,-38.5491705555556,-3.79109003703704
"11492","FS005","2020-01","AV. PRES. COSTA E SILVA [L-O]",10236,-38.5331304615385,-3.82807992307692
"11493","FS006","2020-01","AV. PRES. COSTA E SILVA [O-L]",9448,-38.5333106153846,-3.82821984615385
"11494","FS010","2020-01","AV. ALM. HENRIQUE SABOIA [S-N]",15093,-38.4915295384615,-3.74664003846154
"11495","FS021","2020-01","AV. DEPUTADO PAULINO ROCHA [L-O]",12435,-38.5103795384615,-3.81122011538462
"11496","FS023","2020-01","AV. JORNALISTA THOMAZ COELHO [L-O]",7194,-38.5096593846154,-3.82977992307692
"11497","FS024","2020-01","AV. JOAO DE ARAUJO LIMA [N-S]",6048,-38.5606995384615,-3.83289984615385
"11498","FS027","2020-01","AV. SANTOS DUMONT [O-L]",5577,-38.4625801538462,-3.74782996153846
"11499","FS028","2020-01","AV. SANTOS DUMONT [L-O]",4589,-38.4615204615385,-3.74806980769231
"11500","FS033","2020-01","AV. JUSCELINO KUBITSCHEK [S-N]",5618,-38.5328392592593,-3.81806981481481
"11501","FS040","2020-01","AV. PRES. COSTA E SILVA [L-O]",14977,-38.5656293846154,-3.81751996153846
"11502","FS051","2020-01","AV. GOV. RAUL BARBOSA [S-N]",23408,-38.50441,-3.75884984615385
"11503","FS063","2020-01","AV. ALBERTO CRAVEIRO [S-N]",9087,-38.5210301538462,-3.80272003846154
"11504","FS069","2020-01","AV. ALBERTO CRAVEIRO [N-S]",10632,-38.5211601538462,-3.80260011538462
"11505","FS070","2020-01","AV. DR. SILAS MUNGUBA [O-L]",7979,-38.5315395384615,-3.79744980769231
"11506","FS071","2020-01","AV. PRES. COSTA E SILVA [L-O]",15517,-38.5542193846154,-3.82226996153846
"11507","FS072","2020-01","AV. ROGACIANO LEITE [S-N]",6444,-38.5023406153846,-3.78312007692308
"11508","FS074","2020-01","AV. DEPUTADO PAULINO ROCHA [S-N]",11863,-38.5082604615385,-3.80664
"11509","FS075","2020-01","AV. PRES. COSTA E SILVA [O-L]",15460,-38.5547595384615,-3.82223011538461
"11510","FS081","2020-01","AV. GOV. RAUL BARBOSA [N-S]",4999,-38.5105093846154,-3.76977007692308
"11511","FS084","2020-01","AV. DEPUTADO PAULINO ROCHA [N-S]",15632,-38.5083701538462,-3.80652011538462
"11512","FS086","2020-01","AV. JUSCELINO KUBITSCHEK [N-S]",5506,-38.5323901851852,-3.81719981481481
"11513","FS088","2020-01","AV. DR. SILAS MUNGUBA [O-L]",9820,-38.54191,-3.78985011538462
"11514","FS104","2020-01","R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]",6871,-38.4944601538461,-3.75286003846154
"11515","FS105","2020-01","AV. RUI BARBOSA [N-S]",10132,-38.5129196923077,-3.74679015384615
"11516","FS106","2020-01","AV. GEN. MURILO BORGES [O-L]",9067,-38.5013798461538,-3.76587015384615
"11517","FS107","2020-01","AV. GEN. MURILO BORGES [L-O]",14474,-38.5038701538462,-3.76472
"11518","FS109","2020-01","AV. MONSENHOR TABOSA [O-L]",11353,-38.5142003703704,-3.72392011111111
"11519","FS112","2020-01","AV. CHANCELER EDSON QUEIROZ [L-O]",6489,-38.4911507692308,-3.76612003846154
"11520","FS113","2020-01","AV. CHANCELER EDSON QUEIROZ [O-L]",2037,-38.4911707692308,-3.76628015384615
"11521","FS114","2020-01","AV. PRES. COSTA E SILVA [L-O]",9721,-38.5624104615385,-3.81909007692308
"11522","FS115","2020-01","AV. PRES. COSTA E SILVA [O-L]",10537,-38.5636506153846,-3.81865007692308
"11523","FS116","2020-01","AV. ALBERTO CRAVEIRO [S-N]",8796,-38.51868,-3.79814003846154
"11524","FS119","2020-01","AV. DOMINGOS OLIMPIO [O-L]",758,-38.52688,-3.73799011538462
"11525","FS120","2020-01","AV. ALBERTO CRAVEIRO [N-S]",10256,-38.5188303076923,-3.79790992307692
"11526","FS121","2020-01","AV. DOMINGOS OLIMPIO [L-O]",3001,-38.5268801538462,-3.73781996153846
"11527","FS122","2020-01","AV. DOMINGOS OLIMPIO [O-L]",881,-38.5418503076923,-3.73316
"11528","FS124","2020-01","AV. DOMINGOS OLIMPIO [O-L]",847,-38.5381695384615,-3.73449015384615
"11529","FS125","2020-01","AV. DOMINGOS OLIMPIO [O-L]",625,-38.5348804615385,-3.73549003846154
"11530","FS126","2020-01","AV. DOMINGOS OLIMPIO [O-L]",6657,-38.5329001538461,-3.73610003846154
"11531","FS127","2020-01","AV. DOMINGOS OLIMPIO [O-L]",2460,-38.5299806153846,-3.73716984615385
"11532","FS128","2020-01","AV. DOMINGOS OLIMPIO [O-L]",3326,-38.5283306153846,-3.73755996153846
"11533","FS129","2020-01","AV. DOMINGOS OLIMPIO [L-O]",1227,-38.5395001538461,-3.73374992307692
"11534","FS130","2020-01","AV. DOMINGOS OLIMPIO [L-O]",857,-38.5362398461538,-3.73491996153846
"11535","FS131","2020-01","AV. DOMINGOS OLIMPIO [L-O]",3830,-38.5337803076923,-3.73564003846154
"11536","FS132","2020-01","AV. DOMINGOS OLIMPIO [L-O]",3190,-38.5311596923077,-3.73659996153846
"11537","FS133","2020-01","AV. DOMINGOS OLIMPIO [L-O]",1799,-38.5299195384615,-3.73700996153846
"11538","FS134","2020-01","AV. DOMINGOS OLIMPIO [L-O]",3293,-38.5282406153846,-3.73741996153846
"11539","FS135","2020-01","AV. ENG. SANTANA JUNIOR [S-N]",9384,-38.4899165862104,-3.74909841049981
"11540","FS138","2020-01","AV. ALM. HENRIQUE SABOIA [N-S]",13837,-38.5019798461539,-3.75329003846154
"11541","FS141","2020-01","AV. BERNARDO MANUEL [S-N]",12837,-38.5494396296296,-3.79239007407407
"11542","01385028","2020-02","AV. GEN. OSORIO DE PAIVA [N-S]",16454,-38.61573,-3.81860992
"11543","01385029","2020-02","AV. GEN. OSORIO DE PAIVA [S-N]",12545,-38.6156,-3.81874016
"11544","01385030","2020-02","AV. GODOFREDO MACIEL [N-S]",24533,-38.57474,-3.81154996
"11545","01385039","2020-02","AV. FRANCISCO SA [L-O]",9869,-38.56048072,-3.71632988
"11546","01385040","2020-02","AV. FRANCISCO SA [O-L]",7010,-38.56071904,-3.71629992
"11547","01385042","2020-02","AV. PRES. CASTELO BRANCO [L-O]",18435,-38.5586484333846,-3.71112992027158
"11548","01385048","2020-02","AV. DEMETRIO MENEZES [S-N]",17360,-38.58424,-3.73395008
"11549","01385049","2020-02","AV. DEMETRIO MENEZES [N-S]",13901,-38.58435952,-3.73379012
"11550","01385052","2020-02","AV. BEZERRA DE MENEZES [O-L]",18913,-38.56093232,-3.73501044
"11551","01385053","2020-02","AV. BEZERRA DE MENEZES [L-O]",17697,-38.5609605584191,-3.73472903465876
"11552","01385054","2020-02","AV. BEZERRA DE MENEZES [O-L]",18475,-38.5485684206755,-3.73250250826197
"11553","01385062","2020-02","AV. JORNALISTA THOMAZ COELHO [L-O]",15269,-38.52123904,-3.82865004
"11554","01385069","2020-02","AV. JOSE BASTOS [S-N]",16063,-38.555441949715,-3.75510416192864
"11555","01385070","2020-02","AV. JOSE BASTOS [N-S]",19712,-38.5554512688205,-3.75483104770276
"11556","01385072","2020-02","AV. CORONEL CARVALHO [S-N]",7226,-38.5878288,-3.71760996
"11557","01385096","2020-02","AV. JOAO PESSOA [S-N]",16574,-38.5535219083375,-3.75688994070456
"11558","01385105","2020-02","AV. JOSE BASTOS [S-N]",18721,-38.5640943638716,-3.76015849953298
"11559","01385109","2020-02","AV. BARAO DE STUDART [S-N]",11181,-38.50884976,-3.74172988
"11560","01385110","2020-02","R. PADRE VALDEVINO [L-O]",13128,-38.50876952,-3.74166988
"11561","01385115","2020-02","AV. DESEMBARGADOR MOREIRA [S-N]",1939,-38.49548904,-3.72746996
"11562","01385117","2020-02","AV. DA ABOLICAO [L-O]",2456,-38.49523072,-3.72724996
"11563","01385118","2020-02","AV. CORONEL CARVALHO [S-N]",10072,-38.58618976,-3.72389004
"11564","01385119","2020-02","AV. CORONEL CARVALHO [N-S]",9797,-38.58634,-3.72368
"11565","01385124","2020-02","AV. 13 DE MAIO [L-O]",16567,-38.5389696,-3.74106004
"11566","01385125","2020-02","AV. DA UNIVERSIDADE [S-N]",19869,-38.5391936563497,-3.74107155906312
"11567","01385129","2020-02","AV. PONTES VIEIRA [L-O]",20134,-38.5204008,-3.7535
"11568","01385131","2020-02","AV. OLAVO BILAC [N-S]",7573,-38.5642304,-3.73542996
"11569","01385134","2020-02","AV. CORONEL MATOS DOURADO [N-S]",16358,-38.5848,-3.74848984
"11570","01385148","2020-02","AV. SEN. VIRGILIO TAVORA [N-S]",9376,-38.4965206,-3.74720008
"11571","01385153","2020-02","AV. GODOFREDO MACIEL [S-N]",13214,-38.5646892,-3.77966984
"11572","01385160","2020-02","AV. ENG. SANTANA JUNIOR [S-N]",11938,-38.4829294,-3.7371098
"11573","01385161","2020-02","AV. ENG. SANTANA JUNIOR [N-S]",5744,-38.4829006,-3.73688984
"11574","01385162","2020-02","AV. ALBERTO CRAVEIRO [S-N]",12375,-38.517574484904,-3.79325908563981
"11575","01385163","2020-02","AV. ALBERTO CRAVEIRO [N-S]",10398,-38.5178474774503,-3.79297286405486
"11576","01385164","2020-02","AV. JOSE BASTOS [S-N]",16706,-38.5492206,-3.7488698
"11577","01385165","2020-02","AV. SANTOS DUMONT [O-L]",13554,-38.5085108,-3.73292988
"11578","01385166","2020-02","AV. PADRE ANTONIO TOMAÂ¡S [L-O]",17638,-38.4994906,-3.74018988
"11579","01385167","2020-02","AV. BORGES DE MELO [O-L]",20312,-38.5323402,-3.75806008
"11580","01385169","2020-02","AV. GODOFREDO MACIEL [S-N]",13965,-38.5666880558543,-3.78736554308495
"11581","01385178","2020-02","AV. CORONEL MATOS DOURADO [S-N]",17989,-38.5846604,-3.74848
"11582","01385179","2020-02","AV. GEN. OSORIO DE PAIVA [N-S]",18440,-38.6049196,-3.80757004
"11583","01385180","2020-02","AV. GEN. OSORIO DE PAIVA [S-N]",17114,-38.6047708,-3.8077
"11584","01385182","2020-02","AV. HERACLITO GRACA [L-O]",15724,-38.5142492,-3.73680004
"11585","01385183","2020-02","AV. 13 DE MAIO [L-O]",16823,-38.5348236,-3.74458768
"11586","01385185","2020-02","AV. HERACLITO GRACA [O-L]",3509,-38.5167494,-3.73604984
"11587","01385186","2020-02","AV. DOS EXPEDICIONARIOS [N-S]",10669,-38.53678036,-3.75035232
"11588","01385187","2020-02","AV. SANTOS DUMONT [L-O]",7857,-38.4695796,-3.74546016
"11589","01385188","2020-02","AV. DA ABOLICAO [L-O]",9788,-38.4892963057233,-3.72627662168912
"11590","01385190","2020-02","AV. PRES. COSTA E SILVA [L-O]",15295,-38.5390597100187,-3.82562777314208
"11591","01385191","2020-02","AV. PRES. COSTA E SILVA [O-L]",15298,-38.5397682086757,-3.82569432305934
"11592","01385194","2020-02","AV. PONTES VIEIRA [L-O]",17904,-38.517050499431,-3.7530582502687
"11593","01385195","2020-02","AV. SEN. VIRGILIO TAVORA [S-N]",11094,-38.4912392,-3.73098004
"11594","01385196","2020-02","AV. PRES. CASTELO BRANCO [L-O]",28466,-38.53224,-3.71912992
"11595","01385197","2020-02","AV. PRES. CASTELO BRANCO [O-L]",23560,-38.532309,-3.71926016
"11596","01385199","2020-02","R. COSTA BARROS [L-O]",10950,-38.520581,-3.72744016
"11597","01385200","2020-02","AV. BERNARDO MANUEL [N-S]",17571,-38.5548596,-3.80982008
"11598","01385201","2020-02","R. GUILHERME ROCHA [L-O]",3797,-38.5369571976639,-3.72401375014485
